data,adresas,pasto_kodas,tipas,plotas_m2,kambariai,priklausiniai,kaina_eur,eur_m2,atstumas_m,latitude,longitude,sklypas
2024-04-05,155 AV ROBERT SCHUMAN,44150.0,butas,62.0,3.0,1,143000.0,2306.0,201.0,47.367505,-1.177009,44003000BK0090
2024-12-10,171 AV ROBERT SCHUMAN,44150.0,butas,88.0,5.0,1,188000.0,2136.0,201.0,47.367505,-1.177009,44003000BK0090
2024-10-04,155 AV ROBERT SCHUMAN,44150.0,butas,77.0,4.0,1,155800.0,2023.0,201.0,47.367505,-1.177009,44003000BK0090
2023-05-03,155 AV ROBERT SCHUMAN,44150.0,butas,62.0,3.0,1,150000.0,2419.0,201.0,47.367505,-1.177009,44003000BK0090
2023-12-21,171 AV ROBERT SCHUMAN,44150.0,butas,77.0,4.0,1,127000.0,1649.0,201.0,47.367505,-1.177009,44003000BK0090
2025-07-18,15 RUE BASSE GRANDE RUE,44150.0,namas,198.0,6.0,0,240000.0,1212.0,202.0,47.364228,-1.179217,44003000AD0139
2023-12-06,170 RUE GEORGES CLEMENCEAU,44150.0,namas,90.0,4.0,1,140000.0,1556.0,208.0,47.367643,-1.178198,44003000BK0062
2024-12-17,39 RUE DU 64EME RI,44150.0,namas,70.0,3.0,1,178000.0,2543.0,212.0,47.364348,-1.179691,44003000AD0081
2024-08-09,47 RUE DU 64EME RI,44150.0,namas,68.0,3.0,0,172000.0,2529.0,216.0,47.364344,-1.179758,44003000AD0080
2025-12-31,31 RUE EMILIEN MAILLARD,44150.0,namas,115.0,1.0,1,230000.0,2000.0,220.0,47.364637,-1.180216,44003000AD0060
2024-03-19,25 RUE DE BRESSIGNY,44150.0,namas,53.0,2.0,0,115000.0,2170.0,227.0,47.363768,-1.17827,44003000BL0098
2024-06-28,9 RUE DES PECHEURS,44150.0,namas,92.0,4.0,0,256000.0,2783.0,234.0,47.36642,-1.174883,44003000AI0075
2023-02-24,68 RUE DES TONNELIERS,44150.0,namas,138.0,5.0,0,325000.0,2355.0,237.0,47.363801,-1.17899,44003000BL0079
2025-10-02,21 RUE DES PECHEURS,44150.0,namas,84.0,3.0,0,124000.0,1476.0,240.0,47.366508,-1.174836,44003000AI0072
2024-02-21,105 RUE NEUVE,44150.0,namas,73.0,4.0,0,190000.0,2603.0,241.0,47.365157,-1.180894,44003000AD0022
2025-01-03,25 RUE DU GRIFFON,44150.0,butas,72.0,3.0,1,147000.0,2042.0,242.0,47.363707,-1.178792,44003000BL0085
2025-08-05,77 RUE DES PECHEURS,44150.0,namas,110.0,5.0,2,340000.0,3091.0,244.0,47.367039,-1.175179,44003000AI0049
2024-10-08,11 RUE SAINT PAUL,44150.0,namas,80.0,4.0,0,275000.0,3438.0,246.0,47.366018,-1.174592,44003000BC0040
2024-07-12,389 BD LEON SECHE,44150.0,namas,97.0,4.0,0,290900.0,2999.0,250.0,47.368031,-1.177896,44003000BK0100
2023-05-23,110 RUE DES TONNELIERS,44150.0,butas,56.0,1.0,0,115000.0,2054.0,252.0,47.363822,-1.179503,44003000BL0071
2024-09-05,61 RUE DES PECHEURS,44150.0,namas,45.0,2.0,0,190000.0,4222.0,252.0,47.366875,-1.174913,44003000AI0051
2023-12-21,163 RUE DU CHATEAU,44150.0,butas,92.0,4.0,0,132900.0,1445.0,262.0,47.363859,-1.179838,44003000BL0067
2025-06-16,144 RUE DES TONNELIERS,44150.0,butas,81.0,4.0,1,172000.0,2123.0,269.0,47.363861,-1.179998,44003000BL0064
2025-01-07,144 RUE DES TONNELIERS,44150.0,butas,92.0,5.0,0,115000.0,1250.0,269.0,47.363861,-1.179998,44003000BL0064
2023-05-03,250 RUE DU COLLEGE,44150.0,butas,44.0,2.0,1,160000.0,3636.0,289.0,47.366275,-1.181606,44003000BK0016
2023-02-08,250 RUE DU COLLEGE,44150.0,butas,65.0,3.0,1,250000.0,3846.0,289.0,47.366275,-1.181606,44003000BK0016
2024-05-31,212 RUE DES TONNELIERS,44150.0,butas,225.0,5.0,1,270000.0,1200.0,307.0,47.363928,-1.180853,44003000BL0045
2025-08-22,86 RUE DU ROCHER,44150.0,namas,139.0,4.0,0,236500.0,1701.0,308.0,47.365087,-1.181796,44003000AD0005
2023-06-01,383 AV DE LA LIBERATION,44150.0,butas,62.0,3.0,1,128500.0,2073.0,318.0,47.368641,-1.177804,44003000AI0014
2025-09-08,359 AV DE LA LIBERATION,44150.0,butas,62.0,3.0,1,177000.0,2855.0,318.0,47.368641,-1.177804,44003000AI0014
2025-05-27,258 RUE DES TONNELIERS,44150.0,namas,180.0,5.0,0,360000.0,2000.0,336.0,47.364021,-1.181461,44003000BL0028
2023-09-14,63 RUE DU GENERAL LECLERC,44150.0,butas,104.0,4.0,1,174000.0,1673.0,338.0,47.364074,-1.18155,44003000BL0025
2025-02-18,98 RUE DU GENERAL LECLERC,44150.0,butas,200.0,6.0,1,365000.0,1825.0,341.0,47.364577,-1.181995,44003000AE0080
2025-08-11,274 RUE DES TONNELIERS,44150.0,butas,112.0,4.0,2,250000.0,2232.0,346.0,47.364055,-1.181653,44003000BL0020
2023-12-12,253 RUE DES TONNELIERS,44150.0,namas,149.0,7.0,0,680000.0,4564.0,363.0,47.363648,-1.181472,44003000BL0031
2023-09-20,112 PL DE LA REPUBLIQUE,44150.0,namas,274.0,8.0,0,575000.0,2099.0,375.0,47.366167,-1.182784,44003000BK0005
2023-06-12,138 RUE DU GENERAL LECLERC,44150.0,namas,85.0,3.0,1,110000.0,1294.0,380.0,47.364464,-1.182486,44003000AE0075
2023-02-09,36 AV DE LA BATAILLE DE LA MARNE,44150.0,namas,90.0,3.0,1,209000.0,2322.0,383.0,47.367539,-1.173475,44003000AI0090
2022-09-14,218 PL DE LA REPUBLIQUE,44150.0,butas,45.0,2.0,0,83500.0,1856.0,412.0,47.365222,-1.183247,44003000AE0062
2023-01-13,218 PL DE LA REPUBLIQUE,44150.0,butas,30.0,2.0,0,64832.0,2161.0,412.0,47.365222,-1.183247,44003000AE0062
2025-11-27,31 AV FRANCIS ROBERT,44150.0,butas,45.0,2.0,0,108000.0,2400.0,433.0,47.369583,-1.179082,44003000AK0144
2025-11-05,173 RUE DE LA CORDERIE,44150.0,butas,57.0,2.0,1,137500.0,2412.0,449.0,47.369819,-1.177914,44003000AL0212
2024-12-05,181 AV DE LA LIBERATION,44150.0,namas,114.0,6.0,1,111737.67,980.0,450.0,47.36956,-1.175711,44003000AI0022
2024-11-12,195 RUE DU GENERAL LECLERC,44150.0,namas,462.0,9.0,0,595000.0,1288.0,453.0,47.364099,-1.183306,44003000BI0042
2023-05-12,228 RUE DU GENERAL LECLERC,44150.0,namas,314.0,9.0,0,630000.0,2006.0,470.0,47.364468,-1.183758,44003000AE0091
2023-02-09,284 RUE LAMORICIERE,44150.0,namas,103.0,4.0,1,310000.0,3010.0,475.0,47.369162,-1.181691,44003000AK0109
2023-12-06,173 RUE SAINT FIACRE,44150.0,butas,63.0,3.0,1,210000.0,3333.0,484.0,47.364939,-1.184133,44003000AE0066
2024-02-12,173 RUE SAINT FIACRE,44150.0,butas,63.0,3.0,2,209000.0,3317.0,484.0,47.364939,-1.184133,44003000AE0066
2022-07-13,80 RUE SAINT FIACRE,44150.0,namas,234.0,9.0,2,525000.0,2244.0,490.0,47.365735,-1.184339,44003000AE0038
2025-04-25,316 RUE LAMORICIERE,44150.0,namas,110.0,4.0,1,175000.0,1591.0,507.0,47.369512,-1.181704,44003000AK0111
2023-06-05,140 RUE SAINT FIACRE,44150.0,namas,80.0,3.0,1,175000.0,2188.0,535.0,47.365236,-1.184891,44003000AE0022
2025-03-14,325 RUE LAMORICIERE,44150.0,namas,90.0,5.0,0,282000.0,3133.0,540.0,47.369654,-1.182163,44003000AK0070
2022-05-10,160 RUE SAINT FIACRE,44150.0,butas,108.0,4.0,3,315000.0,2917.0,546.0,47.365106,-1.185018,44003000AE0021
2023-05-17,160 RUE SAINT FIACRE,44150.0,butas,87.0,2.0,1,150000.0,1724.0,546.0,47.365106,-1.185018,44003000AE0021
2025-04-24,160 RUE SAINT FIACRE,44150.0,butas,108.0,4.0,3,323000.0,2991.0,546.0,47.365106,-1.185018,44003000AE0021
2023-02-28,160 RUE SAINT FIACRE,44150.0,butas,74.0,4.0,2,200000.0,2703.0,546.0,47.365106,-1.185018,44003000AE0021
2022-04-20,160 RUE SAINT FIACRE,44150.0,butas,55.0,2.0,2,100000.0,1818.0,546.0,47.365106,-1.185018,44003000AE0021
2025-06-25,2 RUE RENE URIEN,44150.0,namas,75.0,4.0,1,130000.0,1733.0,553.0,47.370575,-1.179794,44003000BH0119
2023-11-15,215 AV FRANCIS ROBERT,44150.0,butas,76.0,3.0,1,235000.0,3092.0,555.0,47.370675,-1.179259,44003000BH0160
2024-10-16,215 AV FRANCIS ROBERT,44150.0,butas,90.0,4.0,1,326150.0,3624.0,555.0,47.370675,-1.179259,44003000BH0160
2024-03-28,215 AV FRANCIS ROBERT,44150.0,butas,41.0,2.0,0,127000.0,3098.0,555.0,47.370675,-1.179259,44003000BH0160
2023-05-05,333 RUE LAMORICIERE,44150.0,namas,36.0,2.0,0,150000.0,4167.0,561.0,47.369887,-1.182164,44003000AK0069
2025-11-06,97 RUE DU MARECHAL DE RIEUX,44150.0,namas,88.0,4.0,0,171000.0,1943.0,585.0,47.369478,-1.183356,44003000AK0079
2024-05-31,33 RUE DE LA CORDERIE,44150.0,namas,111.0,5.0,1,390000.0,3514.0,591.0,47.370711,-1.174928,44003000AL0127
2023-03-02,50 RUE DU MARECHAL DE RIEUX,44150.0,namas,130.0,5.0,0,340000.0,2615.0,601.0,47.37002,-1.182789,44003000AK0061
2025-09-30,119 RUE DU MARECHAL DE RIEUX,44150.0,namas,188.0,9.0,0,476500.0,2535.0,602.0,47.369527,-1.183606,44003000AK0080
2024-02-19,382 RUE DU GENERAL LECLERC,44150.0,namas,201.0,8.0,1,530000.0,2637.0,612.0,47.364409,-1.185693,44003000AE0011
2022-07-13,120 RUE RENE URIEN,44150.0,namas,113.0,5.0,1,340000.0,3009.0,613.0,47.370842,-1.181074,44003000BH0112
2025-03-18,137 RUE DU MARECHAL DE RIEUX,44150.0,namas,111.0,5.0,0,250000.0,2252.0,614.0,47.369546,-1.183804,44003000AK0081
2023-02-20,263 RUE RENE URIEN,44150.0,namas,78.0,3.0,1,330000.0,4231.0,637.0,47.370324,-1.182978,44003000AK0059
2022-03-23,263 RUE RENE URIEN,44150.0,namas,78.0,3.0,1,170000.0,2179.0,637.0,47.370324,-1.182978,44003000AK0059
2022-09-01,163 RUE DU MARECHAL DE RIEUX,44150.0,namas,72.0,4.0,0,230000.0,3194.0,639.0,47.369534,-1.18426,44003000AK0195
2024-02-06,27 RUE DE LA CORDERIE,44150.0,namas,106.0,4.0,1,132500.0,1250.0,641.0,47.370971,-1.174153,44003000AL0123
2024-01-11,27 RUE DE LA CORDERIE,44150.0,namas,106.0,4.0,1,132500.0,1250.0,641.0,47.370971,-1.174153,44003000AL0123
2022-12-21,207 RUE DU SALVANET,44150.0,namas,147.0,5.0,0,445000.0,3027.0,642.0,47.369223,-1.184679,44003000AK0017
2023-02-21,418 RUE DU GENERAL LECLERC,44150.0,namas,32.0,1.0,0,90000.0,2812.0,646.0,47.364355,-1.186143,44003000AE0008
2025-07-17,292 BD DU DOCTEUR MOUTEL,44150.0,butas,70.0,3.0,2,138500.0,1979.0,660.0,47.371375,-1.174926,44003000AL0139
2023-07-19,292 BD DU DOCTEUR MOUTEL,44150.0,butas,32.0,1.0,1,81945.0,2561.0,660.0,47.371375,-1.174926,44003000AL0139
2023-07-21,292 BD DU DOCTEUR MOUTEL,44150.0,butas,70.0,3.0,1,150000.0,2143.0,660.0,47.371375,-1.174926,44003000AL0139
2023-01-12,292 BD DU DOCTEUR MOUTEL,44150.0,butas,53.0,2.0,1,112010.0,2113.0,660.0,47.371375,-1.174926,44003000AL0139
2024-10-18,292 BD DU DOCTEUR MOUTEL,44150.0,butas,85.0,4.0,1,148500.0,1747.0,660.0,47.371375,-1.174926,44003000AL0139
2025-07-16,292 BD DU DOCTEUR MOUTEL,44150.0,butas,78.0,4.0,2,140000.0,1795.0,660.0,47.371375,-1.174926,44003000AL0139
2025-10-13,292 BD DU DOCTEUR MOUTEL,44150.0,butas,68.0,3.0,2,132600.0,1950.0,660.0,47.371375,-1.174926,44003000AL0139
2024-05-17,292 BD DU DOCTEUR MOUTEL,44150.0,butas,68.0,3.0,1,142000.0,2088.0,660.0,47.371375,-1.174926,44003000AL0139
2024-05-22,292 BD DU DOCTEUR MOUTEL,44150.0,butas,69.0,3.0,1,135500.0,1964.0,660.0,47.371375,-1.174926,44003000AL0139
2023-06-29,292 BD DU DOCTEUR MOUTEL,44150.0,butas,52.0,2.0,1,124894.0,2402.0,660.0,47.371375,-1.174926,44003000AL0139
2024-09-06,292 BD DU DOCTEUR MOUTEL,44150.0,butas,85.0,4.0,1,154000.0,1812.0,660.0,47.371375,-1.174926,44003000AL0139
2024-03-18,292 BD DU DOCTEUR MOUTEL,44150.0,butas,53.0,2.0,1,112000.0,2113.0,660.0,47.371375,-1.174926,44003000AL0139
2025-11-03,292 BD DU DOCTEUR MOUTEL,44150.0,butas,78.0,4.0,2,137000.0,1756.0,660.0,47.371375,-1.174926,44003000AL0139
2024-04-26,286 RUE JEAN DORAT,44150.0,namas,102.0,5.0,0,301000.0,2951.0,662.0,47.367028,-1.186423,44003160AN0359
2024-04-05,276 AV FRANCIS ROBERT,44150.0,namas,174.0,8.0,1,630000.0,3621.0,670.0,47.371791,-1.178419,44003000AL0166
2025-02-05,47 RUE AUDIGANNE,44150.0,namas,150.0,5.0,0,418000.0,2787.0,672.0,47.370943,-1.182472,44003000BH0076
2023-12-12,64 PL MAURICE GELINEAU,44150.0,butas,50.0,2.0,1,84000.0,1680.0,674.0,47.371654,-1.180058,44003000BH0138
2022-07-12,64 PL MAURICE GELINEAU,44150.0,butas,65.0,3.0,1,230000.0,3538.0,674.0,47.371654,-1.180058,44003000BH0138
2024-12-17,13 RUE DES GRANDS CHAMPS,44150.0,butas,55.0,2.0,0,124000.0,2255.0,691.0,47.371908,-1.179389,44003000BH0166
2025-12-11,13 RUE DES GRANDS CHAMPS,44150.0,butas,81.0,3.0,2,175660.0,2169.0,691.0,47.371908,-1.179389,44003000BH0166
2023-10-23,304 RUE RENE URIEN,44150.0,namas,108.0,6.0,0,337000.0,3120.0,698.0,47.370726,-1.183543,44003000BH0068
2025-08-01,195 RUE DU GENERAL HAGRON,44150.0,namas,300.0,7.0,0,814000.0,2713.0,709.0,47.371608,-1.181656,44003000BH0134
2024-09-06,309 RUE DU SALVANET,44150.0,namas,72.0,4.0,1,170000.0,2361.0,710.0,47.370063,-1.184825,44003000AK0032
2022-08-29,249 RUE JEAN DORAT,44150.0,namas,94.0,5.0,0,330000.0,3511.0,715.0,47.367154,-1.187108,44003160AN0349
2024-01-22,249 RUE JEAN DORAT,44150.0,namas,94.0,5.0,0,383000.0,4074.0,715.0,47.367154,-1.187108,44003160AN0349
2022-09-09,43 RUE GEORGE SAND,44150.0,namas,125.0,5.0,0,400000.0,3200.0,717.0,47.368391,-1.186539,44003160AN0250
2022-11-30,81 RUE AUDIGANNE,44150.0,namas,90.0,5.0,1,307500.0,3417.0,719.0,47.371419,-1.182509,44003000BH0181
2024-04-26,9002 RUE DES GRANDS CHAMPS,44150.0,namas,100.0,5.0,1,220000.0,2200.0,719.0,47.372157,-1.179421,44003000BH0168
2022-11-15,444 BD DU DOCTEUR MOUTEL,44150.0,namas,92.0,3.0,0,239000.0,2598.0,733.0,47.37235,-1.177036,44003000AL0081
2022-09-15,403 RUE RENE URIEN,44150.0,namas,147.0,6.0,1,192000.0,1306.0,737.0,47.370387,-1.184868,44003000AK0041
2023-02-27,194 RUE JEAN DORAT,44150.0,namas,91.0,5.0,0,300000.0,3297.0,740.0,47.366677,-1.187569,44003160AN0354
2025-12-05,415 RUE RENE URIEN,44150.0,namas,120.0,6.0,0,232000.0,1933.0,743.0,47.370348,-1.185027,44003000AK0039
2021-06-25,53 RUE HERVE BAZIN,44150.0,namas,184.0,5.0,0,452375.0,2459.0,771.0,47.367326,-1.187814,44003160AN0344
2022-01-19,260 RUE BLAISE PASCAL - ST GEREON,44150.0,namas,116.0,6.0,1,300000.0,2586.0,786.0,47.367505,-1.187946,44003160AN0281
2023-03-13,267 RUE BLAISE PASCAL - ST GEREON,44150.0,namas,101.0,4.0,0,364000.0,3604.0,787.0,47.367931,-1.187789,44003160AN0266
2022-10-13,301 ALL DES ETANGS,44150.0,namas,148.0,6.0,0,520000.0,3514.0,792.0,47.369903,-1.186399,44003000AK0008
2025-03-26,529 RUE RENE URIEN,44150.0,namas,111.0,5.0,0,387500.0,3491.0,815.0,47.370289,-1.186361,44003000AK0005
2023-01-06,529 RUE RENE URIEN,44150.0,namas,111.0,5.0,0,315000.0,2838.0,815.0,47.370289,-1.186361,44003000AK0005
2025-12-19,11 RUE DES FRESNES ANCENIS,44150.0,namas,92.0,5.0,1,350000.0,3804.0,821.0,47.371318,-1.18505,44003000BH0020
2024-09-10,231 IMP BLAISE PASCAL - ST GEREON,44150.0,namas,96.0,3.0,0,330000.0,3438.0,824.0,47.367905,-1.188318,44003160AN0269
2023-07-13,555 BD PASTEUR,44150.0,namas,119.0,5.0,0,325000.0,2731.0,825.0,47.372863,-1.174588,44003000AL0230
2022-12-29,537 BD PASTEUR,44150.0,namas,97.0,4.0,1,171450.0,1768.0,827.0,47.372833,-1.174377,44003000AL0094
2023-07-27,465 BD PASTEUR,44150.0,namas,85.0,4.0,0,250000.0,2941.0,835.0,47.372676,-1.173458,44003000AL0099
2025-09-29,465 BD PASTEUR,44150.0,namas,85.0,4.0,0,350000.0,4118.0,835.0,47.372676,-1.173458,44003000AL0099
2022-07-08,732 BD PASTEUR,44150.0,namas,96.0,4.0,0,300000.0,3125.0,846.0,47.37334,-1.176631,44003000AL0018
2024-03-11,189 RUE DES HAUTS PAVES,44150.0,namas,119.0,4.0,1,366010.0,3076.0,885.0,47.371908,-1.185328,44003000BH0035
2025-09-15,101 RUE DES PEUPLIERS,44150.0,namas,73.0,4.0,0,195000.0,2671.0,903.0,47.369786,-1.188255,44003160AM0059
2023-03-07,116 RUE DU CLOS GEREON,44150.0,namas,119.0,6.0,1,270000.0,2269.0,913.0,47.365791,-1.18995,44003160AN0110
2023-12-22,210 RUE DES HAUTS PAVES,44150.0,namas,131.0,8.0,0,276000.0,2107.0,913.0,47.37242,-1.184954,44003000BH0058
2024-03-22,96 RUE PONTUS DE TYARD,44150.0,namas,140.0,5.0,0,310000.0,2214.0,916.0,47.368273,-1.189425,44003160AN0242
2021-07-30,35 AV DE LA DAVRAYS ST GEREON,44150.0,namas,88.0,4.0,0,180000.0,2045.0,918.0,47.365256,-1.189991,44003160AN0104
2022-03-25,15 RUE JACQUES PELTIER DU MANS,44150.0,namas,136.0,5.0,0,405000.0,2978.0,918.0,47.368693,-1.189227,44003160AN0226
2025-03-24,86 RUE BLAISE PASCAL - ST GEREON,44150.0,namas,125.0,6.0,1,340000.0,2720.0,927.0,47.36708,-1.189984,44003160AN0212
2023-06-29,141 RUE DU CLOS GEREON,44150.0,namas,118.0,4.0,0,386000.0,3271.0,936.0,47.366224,-1.190231,44003160AN0386
2024-08-30,132 RUE DU BARON GEOFFROY,44150.0,namas,111.0,6.0,0,100000.0,901.0,936.0,47.373266,-1.183497,44003000BH0055
2022-09-01,127 RUE PIERRE DAUTEL,44150.0,namas,108.0,4.0,0,320000.0,2963.0,940.0,47.373852,-1.181548,44003000AN0113
2023-10-09,105 RUE DU VERGER,44150.0,namas,80.0,4.0,1,224000.0,2800.0,940.0,47.373979,-1.17482,44003000AL0043
2023-11-06,237 RUE DES HAUTS PAVES,44150.0,namas,89.0,4.0,0,232010.0,2607.0,947.0,47.37228,-1.185951,44003000BH0037
2022-07-13,242 RUE DES HAUTS PAVES,44150.0,namas,67.0,4.0,0,290000.0,4328.0,948.0,47.372539,-1.18549,44003000BH0056
2023-07-05,85 COUR DE L HORLOGE,44150.0,butas,70.0,3.0,1,165000.0,2357.0,949.0,47.363948,-1.190131,44003000BI0016
2023-07-11,85 COUR DE L HORLOGE,44150.0,butas,47.0,2.0,1,151800.0,3230.0,949.0,47.363948,-1.190131,44003000BI0016
2025-03-28,101 COUR DE L HORLOGE,44150.0,butas,72.0,3.0,1,195000.0,2708.0,949.0,47.363948,-1.190131,44003000BI0016
2025-04-25,85 COUR DE L HORLOGE,44150.0,butas,96.0,4.0,1,290000.0,3021.0,949.0,47.363948,-1.190131,44003000BI0016
2025-02-26,77 COUR DE L HORLOGE,44150.0,butas,47.0,2.0,1,148500.0,3160.0,949.0,47.363948,-1.190131,44003000BI0016
2025-02-28,85 COUR DE L HORLOGE,44150.0,butas,56.0,2.0,1,150000.0,2679.0,949.0,47.363948,-1.190131,44003000BI0016
2025-10-29,59 IMP REMY BELLEAU,44150.0,namas,87.0,5.0,0,250000.0,2874.0,971.0,47.366751,-1.190635,44003160AN0289
2025-12-24,43 RUE DU CLOS GEREON,44150.0,namas,96.0,5.0,0,240000.0,2500.0,972.0,47.365813,-1.190731,44003160AN0115
2023-05-02,129 COUR DE L HORLOGE,44150.0,butas,90.0,3.0,1,220000.0,2444.0,974.0,47.364681,-1.190651,44003000BI0007
2025-05-28,254 RUE DES BOUVREUILS,44150.0,namas,72.0,5.0,0,190000.0,2639.0,974.0,47.374533,-1.177875,44003000AM0016
2023-06-28,147 COUR DE L HORLOGE,44150.0,butas,90.0,3.0,2,220000.0,2444.0,974.0,47.364681,-1.190651,44003000BI0007
2025-05-20,129 COUR DE L HORLOGE,44150.0,butas,90.0,4.0,2,170000.0,1889.0,974.0,47.364681,-1.190651,44003000BI0007
2023-07-07,147 COUR DE L HORLOGE,44150.0,butas,90.0,4.0,2,210000.0,2333.0,974.0,47.364681,-1.190651,44003000BI0007
2023-11-08,129 COUR DE L HORLOGE,44150.0,butas,40.0,2.0,2,106000.0,2650.0,974.0,47.364681,-1.190651,44003000BI0007
2025-10-28,147 COUR DE L HORLOGE,44150.0,butas,90.0,4.0,2,185000.0,2056.0,974.0,47.364681,-1.190651,44003000BI0007
2024-11-15,106 IMP REMY BELLEAU,44150.0,namas,85.0,4.0,0,205000.0,2412.0,995.0,47.367224,-1.190863,44003160AN0273
2022-03-23,220 RUE PIERRE DAUTEL,44150.0,namas,110.0,5.0,0,230000.0,2091.0,998.0,47.374109,-1.182759,44003000AN0177
2025-04-03,192 RUE DES BOUVREUILS,44150.0,namas,106.0,5.0,0,210000.0,1981.0,1003.0,47.374787,-1.177228,44003000AM0030
2022-02-28,157 RUE DU RENCLOS,44150.0,namas,80.0,3.0,1,254200.0,3178.0,1005.0,47.36373,-1.190821,44003160AO0051
2025-06-27,176 BD MONTAIGNE,44150.0,namas,91.0,5.0,0,240000.0,2637.0,1012.0,47.369288,-1.19022,44003160AM0101
2024-01-18,73 RUE CORABOEUF,44150.0,namas,130.0,4.0,0,280010.0,2154.0,1021.0,47.374271,-1.182966,44003000AN0184
2022-02-15,294 BD MONTAIGNE,44150.0,namas,87.0,4.0,0,320000.0,3678.0,1048.0,47.368203,-1.19127,44003160AN0049
2023-07-31,413 AV DU PONT DE BIAIS,44150.0,namas,94.0,4.0,0,260000.0,2766.0,1049.0,47.365694,-1.191757,44003160AN0135
2023-10-24,55 IMP DES PEUPLIERS,44150.0,namas,84.0,4.0,0,260000.0,3095.0,1066.0,47.369412,-1.190928,44003160AM0103
2023-08-17,51 RUE DU PRESSOIR ROUGE,44150.0,namas,97.0,4.0,0,239000.0,2464.0,1069.0,47.375198,-1.180633,44003000AN0138
